Time (min);Temperature (°C);Weight (mg);Weight (%);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min);Deriv. Weight (%/°C)
0.2958333;28.66343;14.67608;99.9664873;1.513402;0.06061998;0.3885329;99.99482;0.07415402
0.3041667;28.70235;14.6757;99.96389892;1.507595;0.05963412;0.3822681;100.0083;0.0741441
0.3125;28.73852;14.67532;99.96131054;1.501792;0.05864887;0.3760056;100.0255;0.0739707
0.3208333;28.77887;14.67489;99.95838158;1.495176;0.05754378;0.3689724;99.97379;0.07396228
0.3291667;28.8139;14.67445;99.95538451;1.487905;0.05634024;0.3613065;99.98394;0.07378731
0.3375;28.84551;14.67398;99.95218309;1.480321;0.05509144;0.353348;100.0147;0.07377922
0.3458333;28.88479;14.67352;99.94904979;1.471989;0.05373105;0.3446716;100.0309;0.07359572
0.3541666;28.92645;14.67303;99.94571214;1.463702;0.05237806;0.3360398;99.95204;0.07358524
0.3625;28.95447;14.67254;99.9423745;1.454626;0.05090851;0.3266572;100.0036;0.07339811
0.3708334;29.00175;14.67204;99.93896874;1.445308;0.04940236;0.3170378;100.0389;0.07338965
0.3791666;29.0367;14.67152;99.93542674;1.435259;0.0477849;0.3067019;99.99956;0.07320401
0.3875;29.07322;14.67102;99.93202098;1.424684;0.04609126;0.2958737;99.96284;0.07319488
0.3958334;29.11042;14.67048;99.92834276;1.413345;0.04428426;0.2843151;100.0022;0.07318545
0.4041666;29.15522;14.66995;99.92473265;1.402;0.0424756;0.2727426;100.0001;0.07299045
0.4125;29.1929;14.66942;99.92112254;1.390516;0.04064681;0.2610375;99.99321;0.07298231
0.4208333;29.23802;14.66889;99.91751243;1.378318;0.0387084;0.2486261;100.0284;0.072785
0.4291667;29.2738;14.66834;99.91376609;1.365879;0.03673559;0.2359894;99.98234;0.07277702
0.4375;29.30876;14.66778;99.90995164;1.352994;0.03469717;0.2229275;99.97078;0.07257882
0.4458333;29.35535;14.6672;99.90600095;1.33985;0.03261838;0.2096025;100.0649;0.0725689
0.4541667;29.39504;14.66664;99.9021865;1.326483;0.03050728;0.1960661;99.97501;0.07236706
0.4625;29.42786;14.66608;99.89837205;1.313514;0.02845646;0.1829127;100.0144;0.07235894
0.4708334;29.4682;14.66549;99.89435325;1.300026;0.02632946;0.1692656;99.96838;0.07215119
0.4791666;29.51484;14.66489;99.89026633;1.286252;0.02415855;0.1553321;99.9939;0.0721405
0.4875;29.55737;14.66431;99.88631565;1.271971;0.02191214;0.1409087;100.0015;0.07192962
0.4958334;29.59802;14.66371;99.88222873;1.257314;0.01960968;0.1261206;100.027;0.07192131
0.5041666;29.6448;14.6631;99.8780737;1.24264;0.01730639;0.1113218;99.98734;0.0717097
0.5125;29.68778;14.66251;99.8740549;1.227543;0.01493834;0.09610176;100.008;0.0717021
0.5208332;29.73359;14.66191;99.86996799;1.212711;0.01260864;0.08112381;99.9817;0.07149118
0.5291666;29.78367;14.66131;99.86588107;1.198027;0.01029905;0.06627036;100.0028;0.07127606
0.5375;29.8239;14.6607;99.86172604;1.183012;0.007939581;0.05109116;100.0052;0.07126801
0.5458334;29.8692;14.66007;99.85743478;1.167425;0.005495305;0.035361;100.0153;0.07105328
0.5541668;29.91821;14.65946;99.85327975;1.151708;0.003027956;0.01947699;99.97181;0.07104126
0.5625;29.96342;14.65884;99.8490566;1.136175;0.000588736;0.00376875;100.0328;0.07081811
0.5708332;30.0019;14.6582;99.84469723;1.121023;-0.0017921;-0.01156857;99.94371;0.070811
0.5791666;30.05402;14.65758;99.84047408;1.105323;-0.0042551;-0.02744158;100.0251;0.07058941
0.5875;30.10142;14.65694;99.83611471;1.089453;-0.0067445;-0.04349016;100.0261;0.07057953
0.5958334;30.14688;14.65631;99.83182345;1.073672;-0.0092196;-0.05945292;99.96363;0.07035616
0.6041668;30.19653;14.65569;99.8276003;1.057328;-0.01177832;-0.07596076;100.0006;0.070346
0.6125;30.24402;14.65506;99.82330904;1.040709;-0.01437616;-0.09272653;99.97645;0.07012109
0.6208334;30.29941;14.65443;99.81901778;1.024127;-0.01697059;-0.109477;100.0532;0.0698974
0.6291666;30.34729;14.65378;99.81459029;1.007655;-0.01955038;-0.1261393;100.0169;0.06988803
0.6375;30.39539;14.65314;99.81023091;0.991043;-0.02214918;-0.1429309;99.96004;0.06966296
0.6458332;30.44884;14.65249;99.80580342;0.9742203;-0.02478007;-0.1599358;99.99701;0.06965321
0.6541666;30.49414;14.65183;99.80130781;0.9571674;-0.02744685;-0.1771787;99.99482;0.06942895
0.6625;30.54943;14.65119;99.79694844;0.940371;-0.03007546;-0.1941825;100.0166;0.0694181
0.6708334;30.60784;14.65054;99.79252095;0.923563;-0.03270715;-0.2112138;100.014;0.0691887
0.6791668;30.6541;14.64988;99.78802534;0.9066056;-0.03536112;-0.2283961;99.96342;0.06917984
0.6875;30.70791;14.64922;99.78352973;0.8900789;-0.03795195;-0.2451778;100.1137;0.06895071
0.6958332;30.76643;14.64858;99.77917036;0.8736894;-0.04052517;-0.2618536;99.9089;0.0687212
0.7041666;30.82044;14.64793;99.77474286;0.857309;-0.04309434;-0.2785093;100.0546;0.06871188
0.7125;30.87517;14.6473;99.7704516;0.840675;-0.04570229;-0.2954235;99.95775;0.06848279
0.7208334;30.93219;14.64664;99.765956;0.8241418;-0.04829631;-0.3122558;99.9953;0.06825206
0.7291668;30.99117;14.64599;99.76152851;0.8077278;-0.0508752;-0.3289987;100.0319;0.06824143
0.7375;31.04845;14.64535;99.75716913;0.7912366;-0.05346594;-0.3458257;99.96551;0.06801004
0.7458334;31.106;14.64471;99.75280975;0.7750186;-0.05601704;-0.3624042;100.0395;0.06800039
0.7541666;31.16139;14.64408;99.74851849;0.7590486;-0.05853088;-0.3787492;99.99112;0.0677703
0.7625;31.2179;14.64344;99.74415912;0.7435439;-0.06097629;-0.3946588;99.95072;0.06753993
0.7708332;31.27718;14.64283;99.74000409;0.7278451;-0.06345138;-0.4107688;99.98666;0.0675303
0.7791666;31.33746;14.64218;99.7355766;0.7120111;-0.06594578;-0.4270116;100.0198;0.06729988
0.7875;31.40092;14.64153;99.7311491;0.6960859;-0.06845547;-0.443362;100.0546;0.06706786
0.7958334;31.45922;14.64088;99.72672161;0.6805921;-0.07090109;-0.4593052;99.95613;0.06705737
0.8041668;31.52257;14.64024;99.72236224;0.6650025;-0.07336272;-0.4753622;100.0577;0.066823
0.8125;31.58642;14.63964;99.71827532;0.6493404;-0.07583322;-0.4914837;99.93928;0.0665893
0.8208332;31.64966;14.63901;99.71398406;0.6335881;-0.07831821;-0.5077082;100.0471;0.06657897
0.8291666;31.71559;14.63837;99.70962468;0.6178074;-0.08080918;-0.523981;99.93397;0.06634538
0.8375;31.77178;14.63773;99.70526531;0.6020228;-0.08329911;-0.5402545;100.0452;0.06611475
0.8458334;31.8452;14.63711;99.70104216;0.5860379;-0.08582202;-0.556753;99.96093;0.06610382
0.8541668;31.90285;14.63646;99.69661467;0.570127;-0.088333;-0.5731817;100.0528;0.06587366
0.8625;31.96928;14.63584;99.69239153;0.5541567;-0.09085309;-0.5896796;99.93419;0.06564153
0.8708332;32.03631;14.63522;99.68816838;0.5384455;-0.09333546;-0.6059413;100.03;0.06563138
0.8791668;32.10452;14.6346;99.68394524;0.5228009;-0.09580907;-0.6221558;99.95711;0.06540015
0.8875;32.16659;14.63397;99.67965397;0.5074304;-0.09824151;-0.6381116;100.0493;0.06517056
0.8958332;32.23844;14.63332;99.67522648;0.4922996;-0.1006392;-0.6538512;99.97955;0.06494055
0.9041666;32.3099;14.63271;99.67107145;0.477258;-0.103025;-0.6695236;100.0466;0.0649312
0.9125;32.38182;14.63213;99.66712077;0.4623562;-0.10539;-0.6850696;99.9879;0.06471374
0.9208334;32.44167;14.63152;99.66296574;0.4471362;-0.1078029;-0.7009381;100.0131;0.06459859
0.9291668;32.51802;14.63089;99.65867448;0.432251;-0.1101651;-0.7164848;99.96491;0.06467241
0.9375;32.59272;14.63029;99.65458756;0.417459;-0.1125165;-0.7319732;100.0293;0.06448248
0.9458332;32.66399;14.62966;99.6502963;0.4032956;-0.1147775;-0.7468849;99.99911;0.06425715
0.9541666;32.7293;14.62904;99.64607316;0.388708;-0.1170985;-0.7621939;100.0371;0.06399896
0.9625;32.7978;14.62846;99.64212247;0.3741166;-0.1194194;-0.7775113;99.95726;0.06397852
0.9708334;32.87299;14.62787;99.63810367;0.3597326;-0.1217104;-0.792643;99.99191;0.06363876
0.9791668;32.9495;14.62727;99.63401676;0.3454187;-0.1239926;-0.8077298;99.98625;0.06329808
0.9875;33.01916;14.62664;99.6297255;0.3310528;-0.1262808;-0.8228632;100.0063;0.06300012
0.9958332;33.09648;14.626;99.62536612;0.3167606;-0.1285587;-0.8379399;99.99516;0.0627709
1.004167;33.16862;14.62538;99.62114297;0.302941;-0.1307675;-0.8525761;100.015;0.06234925
1.0125;33.24214;14.62479;99.61712417;0.2887776;-0.133027;-0.8675541;100.0241;0.0619075
1.020833;33.31965;14.62416;99.61283291;0.2746652;-0.1352774;-0.8824801;99.95518;0.06167596
1.029167;33.39672;14.62356;99.608746;0.2604036;-0.1375493;-0.8975556;100.0306;0.0611897
1.0375;33.47295;14.62296;99.60465908;0.2465044;-0.1397699;-0.9123092;99.98575;0.06068692
1.045834;33.5547;14.62232;99.60029971;0.2328336;-0.1419591;-0.9268701;99.99616;0.06016832
1.054167;33.63314;14.62171;99.59614468;0.2188416;-0.1441958;-0.9417526;100.0218;0.05948576
1.0625;33.715;14.62111;99.59205776;0.205228;-0.1463769;-0.9562811;99.96862;0.05916265
1.070833;33.78671;14.62053;99.58810708;0.1918776;-0.1485197;-0.9705695;99.95012;0.05860563
1.079166;33.87011;14.61993;99.58402016;0.1782741;-0.1506982;-0.9851004;100.0642;0.05803768
1.0875;33.95424;14.61933;99.57993325;0.1647883;-0.1528622;-0.9995512;99.97838;0.05746351
1.095833;34.02754;14.61872;99.57577822;0.1517701;-0.154957;-1.013558;99.99761;0.05710786
1.104166;34.11352;14.61812;99.5716913;0.1387971;-0.1570451;-1.027531;100.0236;0.05635774
1.1125;34.19318;14.61752;99.56760439;0.1258462;-0.1591303;-1.041497;100.0092;0.05578422
1.120833;34.27744;14.6169;99.56338124;0.1128947;-0.1612161;-1.055478;99.99016;0.0552126
1.129167;34.35571;14.61631;99.55936244;0.09968164;-0.1633379;-1.069702;100.0368;0.05464812
1.1375;34.44394;14.61573;99.55541176;0.08679334;-0.1654132;-1.083634;99.94376;0.05408174
1.145834;34.529;14.61514;99.55139296;0.07372962;-0.167514;-1.097744;99.99991;0.05370942
1.154167;34.6121;14.61453;99.54723793;0.06068994;-0.1696121;-1.111847;100.0304;0.053158
1.1625;34.6886;14.61393;99.54315101;0.04804125;-0.1716517;-1.125575;100.0279;0.05261707
1.170834;34.77455;14.61335;99.53920033;0.03515446;-0.1737242;-1.139528;99.94684;0.05225452
1.179167;34.85711;14.61276;99.53518153;0.02220252;-0.1758067;-1.153557;99.99499;0.0517222
1.1875;34.95324;14.61218;99.53123084;0.009474114;-0.1778584;-1.167399;100.0184;0.05119906
1.195833;35.0335;14.6116;99.52728016;-0.0032498;-0.179908;-1.181235;100.0124;0.0508375
1.204166;35.12268;14.611;99.52319324;-0.0158659;-0.181942;-1.19498;99.99026;0.0503289
1.2125;35.21304;14.6104;99.51910633;-0.02827551;-0.1839473;-1.20855;100.0131;0.04983057
1.220833;35.29359;14.60981;99.51508753;-0.04065003;-0.1859455;-1.222082;99.94978;0.04950508
1.229166;35.38275;14.60922;99.51106873;-0.05310676;-0.1879543;-1.235692;100.0119;0.04901967
1.2375;35.46859;14.60864;99.50711804;-0.06542864;-0.1899428;-1.249178;99.99194;0.04868478
1.245833;35.56279;14.60804;99.50303113;-0.0778989;-0.1919559;-1.262843;100.0284;0.0482237
1.254167;35.65473;14.60744;99.49894421;-0.0904654;-0.1939824;-1.276609;99.99076;0.04777243
1.2625;35.74301;14.60684;99.4948573;-0.1030409;-0.1960106;-1.290398;99.98286;0.04748306
1.270834;35.83385;14.60624;99.49077038;-0.1156736;-0.1980456;-1.30424;100.0518;0.0470564
1.279167;35.92584;14.60565;99.48675158;-0.128228;-0.2000694;-1.318021;100.0101;0.04677788
1.2875;36.01869;14.60507;99.4828009;-0.1406828;-0.2020788;-1.33172;99.94294;0.04636898
1.295834;36.1063;14.6045;99.47891833;-0.1534272;-0.2041282;-1.34569;100.0252;0.04607983
1.304167;36.1969;14.60394;99.47510388;-0.1659225;-0.2061414;-1.359433;99.99738;0.04581978
1.3125;36.28874;14.60334;99.47101696;-0.1787221;-0.208199;-1.373482;99.96444;0.04543938
1.320833;36.38398;14.60275;99.46699816;-0.1915026;-0.2102537;-1.387525;100.0765;0.04519248
1.329166;36.483;14.60219;99.46318371;-0.2039944;-0.2122669;-1.401306;99.95176;0.0448283
1.3375;36.57367;14.60163;99.45936925;-0.2162572;-0.214246;-1.414874;100.0492;0.04459915
1.345833;36.66754;14.60107;99.4555548;-0.2286297;-0.2162394;-1.428545;99.97445;0.04425504
1.354166;36.75869;14.6005;99.45167223;-0.2410188;-0.2182352;-1.442245;99.90308;0.04403221
1.3625;36.85187;14.59992;99.44772154;-0.2531152;-0.220187;-1.455661;100.0593;0.04379184
1.370833;36.94914;14.59935;99.44383898;-0.264993;-0.2221073;-1.468881;99.99511;0.04357986
1.379167;37.04455;14.59878;99.43995641;-0.2766041;-0.2239887;-1.481856;100.0437;0.04327097
1.3875;37.14224;14.59818;99.43586949;-0.2881826;-0.2258668;-1.494824;99.98955;0.04307329
1.395834;37.23798;14.5976;99.43191881;-0.2996504;-0.2277275;-1.507686;100.0149;0.0428833
1.404167;37.32898;14.59703;99.42803624;-0.3111664;-0.2295942;-1.520599;99.9667;0.04260291
1.4125;37.42969;14.59645;99.42408555;-0.3226347;-0.2314519;-1.533458;100.0275;0.04242158
1.420834;37.53062;14.59583;99.41986241;-0.3342057;-0.2333254;-1.546439;99.99579;0.0421547
1.429167;37.62383;14.59522;99.41570738;-0.3455893;-0.2351712;-1.559247;99.97618;0.04198717
1.4375;37.72706;14.59463;99.41168858;-0.3569207;-0.2370086;-1.572011;100.0077;0.04181772
1.445833;37.81994;14.59403;99.40760166;-0.3684556;-0.2388763;-1.58499;100.012;0.0415733
1.454166;37.922;14.59343;99.40351475;-0.3801846;-0.2407702;-1.59815;100.0172;0.04142066
1.4625;38.01753;14.59284;99.39949595;-0.3917175;-0.2426361;-1.611138;99.97179;0.04132109
1.470833;38.11778;14.59227;99.39561338;-0.4031362;-0.244483;-1.624005;99.99068;0.04109058
1.479166;38.21684;14.5917;99.39173081;-0.414164;-0.2462746;-1.63652;99.99966;0.04094885
1.4875;38.3233;14.59113;99.38784824;-0.424941;-0.2480308;-1.648813;99.9865;0.04073454
1.495833;38.41683;14.59056;99.38396567;-0.4357346;-0.2497886;-1.661127;100.0552;0.04060279
1.504167;38.52456;14.58999;99.3800831;-0.4460796;-0.2514805;-1.673013;99.95952;0.04047136
1.5125;38.62422;14.58944;99.37633676;-0.4565244;-0.253187;-1.685009;100.0189;0.04034641
1.520834;38.72406;14.58889;99.37259042;-0.4669607;-0.2548918;-1.697006;99.97695;0.04015582
1.529167;38.82344;14.58834;99.36884408;-0.4777237;-0.2566414;-1.709307;99.97562;0.04003857
1.5375;38.93325;14.58778;99.36502963;-0.4885148;-0.2583956;-1.721656;100.0634;0.03992285
1.545834;39.03392;14.58719;99.36101083;-0.4994142;-0.2601647;-1.734116;99.94961;0.03974854
1.554167;39.14074;14.5866;99.35699203;-0.5104153;-0.2619493;-1.746694;100.0642;0.03964336
1.5625;39.23461;14.58602;99.35304135;-0.5217534;-0.26378;-1.759588;99.91422;0.03954105
1.570833;39.3364;14.58542;99.34895443;-0.5328678;-0.2655762;-1.772255;100.0395;0.03944156
1.579166;39.44235;14.58484;99.34500375;-0.543927;-0.2673642;-1.784879;100.0265;0.03935003
1.5875;39.5405;14.58425;99.34098495;-0.5549637;-0.2691477;-1.797484;100.0143;0.03923202
1.595833;39.64368;14.58366;99.33696615;-0.5658887;-0.2709146;-1.809988;99.94806;0.03914103
1.604166;39.74437;14.58308;99.33301546;-0.5765976;-0.2726479;-1.822272;100.0085;0.03905536
1.6125;39.84869;14.5825;99.32906478;-0.5868348;-0.2743148;-1.834129;99.97499;0.03897375
1.620833;39.95112;14.5819;99.32497786;-0.5971046;-0.2759836;-1.846002;100.0752;0.0388998
1.629167;40.05915;14.58133;99.32109529;-0.6072051;-0.277628;-1.857726;99.92306;0.03877679
1.6375;40.1615;14.58076;99.31721272;-0.617266;-0.279265;-1.869408;100.0094;0.03870427
1.645834;40.26815;14.5802;99.31339827;-0.6271528;-0.2808768;-1.880932;100.0138;0.0386312
1.654167;40.3753;14.57963;99.3095157;-0.6370342;-0.2824896;-1.892479;100.0207;0.038563
1.6625;40.47233;14.57905;99.30556502;-0.6472238;-0.2841446;-1.904308;99.98203;0.03845838
1.670834;40.57957;14.57848;99.30168245;-0.6575458;-0.2858185;-1.916266;99.98765;0.03839597
1.679166;40.68182;14.5779;99.29773176;-0.6678437;-0.2874884;-1.928196;99.9928;0.03833244
1.6875;40.78492;14.57731;99.29371296;-0.6780939;-0.2891532;-1.9401;100.0639;0.038271
1.695834;40.89468;14.57673;99.28976228;-0.6884421;-0.2908318;-1.952097;99.92601;0.03821411
1.704166;40.99926;14.57617;99.28594782;-0.6983856;-0.2924544;-1.963725;100.0635;0.03815758
1.7125;41.10794;14.57561;99.28213337;-0.708733;-0.2941335;-1.975731;99.95476;0.03807222
1.720833;41.2057;14.57504;99.2782508;-0.7191487;-0.2958216;-1.987798;100.0762;0.03802078
1.729166;41.31907;14.57443;99.27409577;-0.7298175;-0.2975464;-2.000115;99.94329;0.03796874
1.7375;41.42535;14.57385;99.27014509;-0.7405534;-0.2992803;-2.012494;100.0759;0.03792334
1.745833;41.52644;14.57327;99.2661944;-0.7510504;-0.3009802;-2.024655;99.9129;0.0378759
1.754167;41.63419;14.57268;99.2621756;-0.7616876;-0.3026984;-2.036947;100.0361;0.037828
1.7625;41.74137;14.5721;99.25822492;-0.7722446;-0.3044059;-2.049181;99.97912;0.0377798
1.770834;41.85299;14.57151;99.25420612;-0.7827618;-0.3061072;-2.061383;99.99934;0.03770866
1.779167;41.95442;14.57091;99.2501192;-0.7931192;-0.3077844;-2.07343;100.0607;0.03766501
1.7875;42.06512;14.57029;99.24589606;-0.8036506;-0.3094848;-2.085641;99.93266;0.03762146
1.795834;42.16959;14.56968;99.24174103;-0.8135196;-0.3110912;-2.097228;100.0519;0.0375774
1.804166;42.278;14.56908;99.23765411;-0.8235168;-0.3127149;-2.108942;99.95942;0.03753737
1.8125;42.3854;14.56848;99.2335672;-0.8330834;-0.3142768;-2.120248;100.0121;0.03749545
1.820834;42.49094;14.56788;99.22948028;-0.8426008;-0.3158304;-2.131504;99.96324;0.03745608
1.829166;42.598;14.56728;99.22539337;-0.851827;-0.3173418;-2.142483;100.0158;0.03741133
1.8375;42.7125;14.56668;99.22130645;-0.8607059;-0.3188055;-2.153156;99.98026;0.03737353
1.845833;42.81496;14.56608;99.21721954;-0.8695293;-0.3202594;-2.163768;100.045;0.0373358
1.854166;42.92004;14.5655;99.21326885;-0.8783981;-0.3217177;-2.174414;99.98282;0.03730314
1.8625;43.02478;14.56491;99.20925005;-0.8873592;-0.3231875;-2.185142;100.0045;0.03725551
1.870833;43.13328;14.56434;99.20536748;-0.8964542;-0.3246756;-2.196004;99.97482;0.03722267
1.879167;43.24096;14.56376;99.2014168;-0.9056538;-0.3261768;-2.206958;100.011;0.03719146
1.8875;43.3489;14.56316;99.19732988;-0.9142845;-0.327598;-2.217384;99.99189;0.03715967
1.895834;43.46741;14.56257;99.19331108;-0.9228368;-0.3290078;-2.227743;100.047;0.03712981
1.904167;43.56886;14.56198;99.18929228;-0.9319091;-0.3304902;-2.238602;99.96095;0.03710184
1.9125;43.68291;14.5614;99.1853416;-0.9409265;-0.3319647;-2.249418;99.99535;0.0370696
1.920834;43.78386;14.56084;99.18152714;-0.9499701;-0.33344;-2.26024;99.99311;0.03703992
1.929166;43.89664;14.56026;99.17757646;-0.9589655;-0.3349081;-2.271023;100.0251;0.03700972
1.9375;44.0004;14.55966;99.17348954;-0.9680228;-0.3363841;-2.281869;99.98559;0.03697813
1.945834;44.11202;14.55904;99.1692664;-0.9768603;-0.3378296;-2.292519;100.0231;0.03694483
1.954166;44.22457;14.55844;99.16517948;-0.9854025;-0.3392325;-2.302888;99.93999;0.03691049
1.9625;44.33147;14.55786;99.1612288;-0.9939824;-0.340641;-2.313308;100.0166;0.03687848
1.970833;44.43435;14.55726;99.15714188;-1.002552;-0.3420456;-2.3237;99.97186;0.03684874
1.979166;44.5455;14.55668;99.1531912;-1.011077;-0.3434424;-2.334045;100.0684;0.03680165
1.9875;44.65097;14.5561;99.14924051;-1.019196;-0.3447807;-2.343996;99.96671;0.03677174
1.995833;44.76;14.55552;99.14528983;-1.02754;-0.3461491;-2.354158;100.031;0.03674185
2.004166;44.8636;14.55491;99.1411348;-1.03574;-0.347497;-2.364189;99.9807;0.03671289
2.0125;44.97428;14.55429;99.13691165;-1.04389;-0.3488362;-2.374166;100.023;0.0366827
2.020833;45.0812;14.55369;99.13282474;-1.051804;-0.3501417;-2.383921;99.99903;0.03665233
2.029167;45.198;14.55311;99.12887405;-1.05974;-0.3514504;-2.39371;100.0186;0.03662412
2.0375;45.2954;14.55255;99.1250596;-1.06772;-0.352763;-2.403524;99.95332;0.03659519
2.045834;45.41056;14.55198;99.12117703;-1.075659;-0.354068;-2.413292;100.0306;0.03656567
2.054166;45.51134;14.55142;99.11736258;-1.083584;-0.3553715;-2.42306;99.98913;0.03653674
2.0625;45.62693;14.55084;99.11341189;-1.091241;-0.3566365;-2.432569;99.98272;0.03650881
2.070834;45.73713;14.55028;99.10959744;-1.098873;-0.3578984;-2.44207;99.97418;0.03648207
2.079166;45.84024;14.54969;99.10557864;-1.106392;-0.3591426;-2.451454;100.0464;0.03645337
2.0875;45.95164;14.54912;99.10169607;-1.113894;-0.3603845;-2.460833;99.98794;0.03642539
2.095833;46.06097;14.54856;99.09788162;-1.121007;-0.3615712;-2.469839;100.0181;0.03639616
2.104167;46.1606;14.54801;99.09413528;-1.12811;-0.3627554;-2.478832;99.98876;0.03636488
2.1125;46.27852;14.54742;99.09011648;-1.135148;-0.3639283;-2.48775;100.0013;0.0363344
2.120834;46.37813;14.54683;99.08609768;-1.142422;-0.3651344;-2.496906;99.98147;0.03630585
2.129166;46.4914;14.54624;99.08207888;-1.149546;-0.3663182;-2.505914;100.0062;0.03627563
2.1375;46.60052;14.54566;99.07812819;-1.1566;-0.3674922;-2.514864;100.012;0.03624668
2.145833;46.70924;14.5451;99.07431374;-1.163895;-0.3686989;-2.524042;99.97324;0.0362175
2.154167;46.82226;14.5445;99.07022682;-1.171123;-0.369895;-2.533154;100.0126;0.0361888
2.1625;46.93106;14.54392;99.06627614;-1.178281;-0.3710818;-2.542213;100.0208;0.03615895
2.170834;47.03594;14.54336;99.06246169;-1.185358;-0.3722556;-2.551184;99.99558;0.03613105
2.179166;47.14896;14.54278;99.058511;-1.19248;-0.373435;-2.560203;99.99812;0.03610339
2.1875;47.24792;14.54221;99.05462843;-1.199522;-0.3746032;-2.56915;100.0472;0.03607963
2.195834;47.35828;14.54168;99.05101832;-1.20663;-0.3757782;-2.578145;99.96941;0.03605568
2.204166;47.4585;14.54112;99.04720387;-1.21334;-0.3768966;-2.586754;100.0241;0.0360313
2.2125;47.57744;14.54056;99.04338941;-1.219947;-0.378001;-2.595278;99.9034;0.03599635
2.220833;47.68362;14.54001;99.03964308;-1.226619;-0.379113;-2.603857;100.0526;0.03597246
2.229167;47.78925;14.53944;99.03576051;-1.233008;-0.3801855;-2.612172;99.9814;0.03594535
2.2375;47.89267;14.53887;99.03187794;-1.239306;-0.3812424;-2.620375;100.0264;0.03591803
2.245834;48.00381;14.53831;99.02806348;-1.245605;-0.3822988;-2.628578;99.97545;0.03589329
